MX30002,-96.84018,19.69171,4.4
MX29016,-97.91135,19.25758,6.2
MX30001,-97.04423,19.56471,4.2
MX29015,-98.3833,19.35611,6.4
MX17010,-98.76471,18.6854,7.6
MX20200,-95.89104,16.87466,3.8
MX17011,-99.16646,18.88519,7.0
MX20202,-97.11697,16.20929,4.0
MX20201,-96.30173,17.32401,4.0
MX20204,-95.91791,16.51142,3.8
MX20203,-96.54578,16.56843,4.0
MX20206,-97.03924,18.04434,4.8
MX20205,-95.79131,17.4933,4.0
MX17007,-99.26304,18.93889,6.8
MX20208,-97.85588,17.3377,4.8
MX17008,-99.1809,18.81375,7.0
MX17005,-99.44578,18.73183,6.2
MX17006,-98.95696,18.83114,7.4
MX20209,-96.31318,16.24669,3.6
MX17003,-98.75211,18.52524,7.6
MX17004,-98.97798,18.71725,7.4
MX17001,-99.38668,18.59,6.4
MX17002,-98.8945,18.93505,7.2
MX29021,-98.55403,19.49983,6.2
MX29020,-98.45254,19.53306,6.0
MX29023,-98.33196,19.23331,6.4
MX29022,-98.17052,19.21687,6.4
MX17009,-99.23663,19.05759,6.6
MX30009,-96.5835,19.71769,4.2
MX30008,-97.13568,19.09773,5.0
MX17032,-98.7538,18.80687,7.4
MX17033,-98.7905,18.75923,7.6
MX17030,-98.85801,18.85251,7.4
MX17031,-99.2068,18.65471,6.8
MX17029,-99.05093,18.86995,7.2
MX17027,-98.91803,19.00044,7.2
MX17028,-99.23529,18.7619,6.8
MX17025,-99.07473,18.49913,6.6
MX17026,-98.97505,18.95397,7.2
MX17023,-98.99024,19.03871,6.8
MX17024,-99.10825,18.70495,7.0
MX29001,-98.18152,19.36207,6.2
MX20110,-97.57366,17.15316,4.8
MX20112,-96.50737,16.76633,4.2
MX16098,-100.48788,19.56833,4.2
MX20111,-98.04783,16.5407,4.4
MX20114,-96.21061,17.22041,4.0
MX20113,-96.79618,16.03601,3.8
MX16093,-100.20658,19.77989,4.4
MX20116,-96.67552,18.05008,4.4
MX20115,-96.69562,16.94114,4.2
MX20118,-96.50006,16.89673,4.0
MX16092,-100.79538,19.05718,4.2
MX20119,-97.45258,17.22398,4.6
MX20121,-97.31416,17.58442,5.0
MX20120,-96.24324,17.24528,4.0
MX20123,-96.91718,16.84442,4.2
MX20122,-95.92803,16.4255,3.8
MX20125,-95.96223,16.41468,3.8
MX20127,-97.58108,17.28238,4.6
MX20126,-96.38301,16.30732,3.6
MX16080,-100.34233,19.74618,4.4
MX20129,-97.38362,17.72542,5.4
MX16081,-100.40687,19.1912,4.2
MX20128,-96.17495,17.35144,4.0
MX16077,-100.76288,18.56726,4.2
MX16078,-101.03889,20.03925,4.0
MX20570,-97.03469,16.78025,4.2
MX20101,-96.86063,16.60105,4.2
MX20100,-96.13239,17.29031,4.0
MX20103,-96.69254,16.81394,4.2
MX20102,-96.90298,17.1842,4.4
MX20105,-97.74397,17.51848,5.2
MX20104,-97.04504,16.83406,4.2
MX20107,-96.69182,17.02411,4.0
MX20106,-97.4956,17.74289,5.6
MX20109,-97.16451,18.14615,5.4
MX20108,-97.14296,16.92059,4.2
MX16099,-100.61795,19.2218,4.2
MX20150,-96.92812,17.37211,4.4
MX20152,-98.26333,17.47637,5.6
MX20151,-97.54353,17.89041,5.6
MX20154,-96.45374,16.28939,3.6
MX21001,-97.93983,19.1033,6.4
MX20153,-97.04526,16.05062,3.8
MX20156,-96.137,17.37385,4.0
MX21003,-98.1064,18.15893,7.0
MX20155,-96.95604,16.59193,4.2
MX21002,-97.2298,20.10915,4.4
MX20158,-97.36596,16.50327,4.2
MX21005,-98.67909,18.75939,7.6
MX20157,-96.75743,17.09537,4.2
MX21004,-97.76498,19.02611,6.6
MX21007,-98.28281,18.57566,7.6
MX20159,-96.96964,16.20445,3.8
MX21006,-97.86768,20.02695,4.8
MX21009,-98.19112,18.23129,7.2
MX21008,-98.13362,20.06116,5.0
MX20161,-97.03578,17.39055,4.4
MX20160,-97.86887,17.80673,5.8
MX20163,-96.92903,18.1538,4.6
MX21010,-97.12561,18.42157,5.0
MX20162,-96.57139,16.70405,4.0
MX20165,-97.97218,17.95442,6.6
MX21012,-97.51742,19.1026,6.0
MX20164,-98.09158,17.68914,5.6
MX21011,-98.54711,18.01069,6.8
MX20167,-96.49329,16.28058,3.8
MX21014,-97.80068,20.05581,4.6
MX20166,-96.12365,17.91468,4.2
MX21013,-97.30037,18.35634,5.6
MX20169,-96.64249,18.25763,4.8
MX21016,-97.93024,19.77229,5.2
MX20168,-98.25632,16.37784,4.4
MX21015,-98.05311,19.04728,6.6
MX21018,-97.69008,18.37557,6.6
MX21017,-97.44091,19.81168,4.8
MX21019,-98.45229,18.89907,7.4
MX20132,-96.66418,16.74991,4.2
MX20131,-96.30206,16.78092,4.0
MX20134,-96.5351,18.06965,4.6
MX20133,-97.69198,17.07693,4.6
MX20136,-96.5071,17.82029,4.4
MX20135,-96.88523,17.0929,4.4
MX20138,-96.26465,17.18086,4.0
MX20137,-97.36768,16.85808,4.2
MX20139,-96.7452,17.90557,4.4
MX20140,-97.31436,17.41701,4.8
MX20142,-96.93618,18.19524,4.8
MX20145,-96.59582,17.02635,4.2
MX20144,-97.27508,17.34649,4.8
MX20147,-97.33403,17.36333,4.8
MX20146,-96.38013,16.37343,3.8
MX20149,-96.90585,16.51416,4.0
MX20148,-96.20195,16.09336,3.4
MX20192,-96.67165,16.82826,4.2
MX20191,-96.50734,17.27922,4.2
MX20194,-96.16135,16.89178,4.0
MX21041,-98.25608,19.11672,6.6
MX20193,-96.77925,17.32944,4.2
MX21040,-98.0451,18.96165,6.8
MX20196,-96.53932,17.40091,4.2
MX21043,-97.50058,20.02798,4.6
MX20195,-97.38965,17.27778,4.4
MX21042,-98.18899,18.44567,7.6
MX21045,-97.42971,18.97734,6.0
MX20197,-96.54153,16.95391,4.2
MX21044,-97.57326,19.59666,5.4
MX21047,-98.60062,18.2765,7.4
MX20199,-98.29025,17.76435,6.2
MX21046,-97.40364,18.63964,6.0
MX21049,-97.96598,20.08875,4.4
MX21048,-98.51334,19.1956,6.6
MX21050,-97.07009,19.20472,4.6
MX21052,-98.05935,18.6488,7.4
MX21051,-98.62591,18.51037,7.8
MX21054,-97.43656,19.73556,5.0
MX21053,-98.13474,19.82102,5.4
MX21056,-98.47001,18.13956,7.2
MX21055,-97.87924,17.96025,6.4
MX21058,-97.21356,19.25827,5.0
MX21057,-98.23888,20.26016,4.4
MX21059,-98.27959,18.23293,7.4
MX20170,-96.33497,16.40157,3.8
MX20172,-97.50055,17.35001,4.8
MX20171,-96.66804,18.16085,4.4
MX20174,-96.7162,16.98732,4.4
MX21021,-98.54172,18.54704,7.8
MX20173,-96.48837,17.46411,4.2
MX21020,-97.90907,18.80601,7.0
MX20176,-97.26241,17.72061,5.0
MX21023,-97.30399,18.93379,5.6
MX20175,-96.76857,17.5889,4.2
MX21022,-98.60777,18.82308,7.6
MX20178,-96.75914,17.238,4.0
MX21025,-97.40878,20.08399,4.6
MX20177,-96.96902,17.74117,4.8
MX21024,-98.39351,18.18468,7.2
MX21027,-97.48684,18.14269,5.8
MX20179,-96.80748,17.43918,4.2
MX21026,-98.47622,19.10644,6.8
MX21029,-97.6063,20.07349,4.4
MX21028,-97.75295,20.03083,4.4
MX20181,-97.64328,18.00001,6.0
MX20180,-98.34379,16.51487,4.4
MX20183,-98.32222,17.59071,5.8
MX21030,-97.73105,20.05515,4.4
MX20182,-96.59242,17.87301,4.4
MX20185,-98.16342,16.64172,4.4
MX21032,-98.78853,18.19049,6.6
MX20184,-96.0918,18.02784,4.4
MX21031,-98.16492,18.57117,7.6
MX20187,-96.72865,18.05825,4.4
MX21034,-98.29175,19.13523,6.6
MX20186,-98.27072,17.86541,6.4
MX21033,-98.71821,18.74582,7.6
MX20189,-95.95656,17.32899,4.0
MX21036,-96.96594,18.28235,5.0
MX20188,-97.91067,16.49515,4.4
MX21035,-97.11723,18.24559,4.8
MX21038,-97.82638,18.92019,6.6
MX21037,-97.81295,18.40133,6.8
MX21039,-97.79213,19.91357,4.4
MX21083,-97.8583,19.62405,5.4
MX21082,-97.83349,18.48166,7.0
MX21085,-98.44701,18.50192,7.8
MX21084,-97.64144,20.04064,4.6
MX21087,-98.91566,18.3072,7.0
MX21086,-97.87595,20.45615,4.4
MX21089,-97.77798,20.2064,4.6
MX21088,-97.52648,20.07868,4.6
MX21090,-98.34546,19.11933,6.8
MX21092,-97.73988,18.53209,6.8
MX21091,-97.99659,20.2237,4.4
MX21094,-97.67614,19.46915,5.8
MX21093,-97.29372,19.2811,5.0
MX21096,-97.69201,19.15112,6.2
MX21095,-98.10249,18.74182,7.2
MX21098,-97.86981,18.66862,7.0
MX21097,-97.89171,18.90772,6.8
MX21099,-97.42813,18.73316,6.0
MX21061,-96.9267,18.50678,4.6
MX21060,-98.44114,19.13217,6.8
MX21063,-97.36463,18.85903,6.0
MX21062,-98.37626,18.61559,7.8
MX21065,-97.66751,19.02072,6.2
MX21064,-97.81316,20.71054,4.4
MX21067,-97.38013,19.31642,5.6
MX21066,-98.15115,18.04838,6.8
MX21069,-98.51717,18.76929,7.6
MX21068,-97.73118,20.11676,4.6
MX21070,-98.06784,18.68379,7.4
MX21072,-97.61947,20.10153,4.4
MX21071,-98.05174,20.16621,4.8
MX21074,-98.44878,19.16712,6.6
MX21073,-98.7304,18.37705,7.4
MX21076,-97.31017,20.03061,4.4
MX21075,-97.40113,19.92183,4.4
MX21078,-97.7133,19.94375,4.4
MX21077,-97.68416,20.04315,4.8
MX21079,-97.85963,18.76693,6.8
MX21081,-98.71232,18.03444,6.8
MX21080,-97.62733,20.01469,4.4
MX30117,-96.7032,18.71203,5.0
MX30115,-97.199,18.82536,5.0
MX30114,-96.79336,20.10668,4.4
MX30113,-96.95706,18.79489,4.8
MX30112,-96.84099,19.63328,4.2
MX30110,-96.97677,18.59166,5.0
MX20310,-96.82695,17.0527,4.2
MX20312,-98.0421,16.4695,4.4
MX20311,-97.02658,17.68676,4.4
MX20314,-97.10907,16.31916,4.0
MX20313,-97.0715,17.75925,4.6
MX20316,-96.25359,16.44216,3.8
MX20315,-96.70425,16.74831,4.2
MX20317,-97.64381,17.45009,5.2
MX20319,-96.20958,16.21879,3.6
MX30119,-96.03381,18.166,4.6
MX30118,-97.10481,18.85586,5.4
MX30128,-97.2789,19.52844,5.0
MX30127,-97.19235,18.9897,5.0
MX30126,-96.45005,19.24637,4.4
MX30125,-96.66301,18.9427,4.8
MX30124,-97.28636,20.41087,4.4
MX20321,-97.57686,17.8105,5.6
MX20320,-97.55184,17.10392,4.4
MX20323,-95.84079,16.97177,3.8
MX20322,-96.91129,18.18336,4.4
MX20325,-96.03445,16.76727,3.8
MX20326,-96.6409,17.81952,4.2
MX20329,-97.2748,16.99571,4.4
MX20328,-96.53397,16.64391,4.0
MX30106,-96.88145,19.72404,4.4
MX30105,-96.16193,18.98825,4.6
MX30103,-97.65262,20.20801,4.4
MX30102,-97.05103,20.13355,4.4
MX30101,-97.18385,18.93297,5.0
MX30100,-96.33945,19.10487,4.6
MX20301,-96.73403,16.74127,4.2
MX20300,-98.08367,16.67749,4.4
MX20303,-96.26206,17.16344,4.0
MX20302,-97.96946,16.51881,4.4
MX20304,-97.10983,17.52117,4.6
MX20307,-95.78208,15.97443,3.6
MX20306,-96.47169,16.01582,3.4
MX20309,-96.55145,18.15914,4.4
MX30109,-96.88544,19.96259,4.4
MX30107,-97.1499,19.70387,4.4
MX30038,-96.93055,19.44755,4.4
MX30037,-97.7058,20.26912,4.4
MX29047,-97.99078,19.53329,5.8
MX30036,-96.9498,19.67621,4.2
MX29046,-97.92597,19.56378,5.6
MX20231,-95.68977,16.93781,3.8
MX29049,-98.2985,19.28618,6.4
MX20230,-98.12383,17.6319,5.8
MX29048,-98.19141,19.27806,6.4
MX30033,-97.28619,20.71429,4.2
MX20233,-96.4535,16.8793,4.0
MX20232,-96.36252,18.03424,4.4
MX30031,-96.58192,18.81662,4.6
MX20235,-96.47893,16.45327,4.0
MX30030,-97.1634,18.79043,5.0
MX20234,-96.91589,18.11234,4.4
MX20237,-97.9038,17.73751,6.0
MX20236,-96.40399,16.04058,3.4
MX20239,-97.60896,17.3963,5.2
MX20238,-96.72607,16.65605,4.2
MX29054,-98.26105,19.21722,6.6
MX29053,-98.25406,19.23471,6.4
MX29056,-98.33322,19.29701,6.6
MX29055,-98.25556,19.49125,6.0
MX29050,-98.08404,19.25711,6.2
MX29052,-98.04931,19.32361,6.2
MX29051,-98.26414,19.24815,6.4
MX30049,-96.36619,18.86269,4.6
MX20240,-97.85578,17.21736,5.0
MX29058,-98.21641,19.19342,6.4
MX30047,-97.08947,19.05332,5.2
MX29057,-98.31345,19.24593,6.4
MX30046,-96.96714,19.33145,4.8
MX20242,-98.24503,17.36169,5.2
MX30045,-95.97281,18.30282,4.4
MX20241,-96.85418,16.61638,4.2
MX29059,-98.20459,19.21124,6.4
MX30044,-96.93846,18.93237,5.0
MX20244,-97.0309,18.1074,4.6
MX30043,-96.68554,19.13917,4.6
MX20243,-96.69192,16.87575,4.2
MX30042,-96.70518,19.93352,4.2
MX20246,-96.19697,17.15297,4.0
MX30041,-96.92152,18.77541,4.6
MX20245,-98.07095,17.81655,6.2
MX30040,-97.53741,20.42746,4.4
MX20247,-96.42088,17.31805,4.0
MX20249,-96.86895,18.14118,4.6
MX29060,-98.20658,19.26246,6.4
MX29029,-98.22845,19.24707,6.4
MX30018,-97.32424,18.78889,5.4
MX29028,-98.1163,19.22285,6.4
MX30017,-96.67004,19.33823,4.4
MX30016,-96.30922,19.30992,4.4
MX29025,-98.14036,19.15612,6.4
MX30014,-96.87617,18.85975,5.0
MX29024,-98.28415,19.35212,6.2
MX29027,-98.19028,19.15075,6.4
MX30012,-95.68884,18.43159,4.2
MX29026,-98.13057,19.35294,6.2
MX30011,-95.8552,18.80834,4.2
MX20211,-96.2088,16.10686,3.4
MX30010,-97.12733,19.77627,4.4
MX20210,-97.75489,17.42614,4.8
MX20213,-97.35483,16.34209,4.2
MX20212,-96.04773,17.48993,4.0
MX20215,-97.29179,17.4483,4.8
MX20214,-96.62625,17.66273,4.2
MX20217,-97.17102,17.11641,4.4
MX20216,-96.21851,17.31861,4.0
MX20219,-96.59774,16.89454,4.0
MX20218,-97.43002,17.07741,4.4
MX29032,-98.28744,19.23389,6.4
MX29031,-98.07635,19.48224,6.0
MX29034,-98.17702,19.62013,5.8
MX29033,-98.23666,19.30953,6.4
MX29030,-97.93447,19.48399,5.8
MX30019,-97.10034,18.56176,5.0
MX30029,-97.17827,19.11327,5.0
MX29039,-98.02915,19.41617,6.0
MX30028,-96.12146,19.11722,5.0
MX30027,-98.17863,20.81924,4.2
MX30026,-96.94294,19.58679,4.4
MX29036,-98.24856,19.33614,6.2
MX30025,-97.1831,19.4024,5.0
MX29035,-98.01615,19.38884,6.0
MX30024,-96.8248,19.28846,4.6
MX20220,-96.76249,17.73966,4.4
MX29038,-98.08523,19.38072,6.2
MX30023,-97.11576,19.90813,4.4
MX29037,-97.92674,19.21168,6.2
MX30022,-97.07789,18.94433,5.2
MX20222,-96.27995,17.44199,4.0
MX30021,-96.79654,18.92793,4.6
MX20221,-97.41576,17.58726,4.8
MX30020,-97.10793,18.67911,5.2
MX20224,-97.26898,17.52343,5.0
MX20223,-96.18215,17.41051,4.0
MX20226,-96.23848,16.89102,4.0
MX20225,-97.87786,16.41123,4.2
MX20228,-96.91728,18.21635,4.6
MX20227,-96.80356,17.12904,4.2
MX20229,-97.18647,16.52687,4.2
MX29043,-98.17791,19.40224,6.2
MX29042,-98.24134,19.17119,6.6
MX29045,-98.40914,19.59513,6.0
MX29044,-98.26038,19.19385,6.6
MX29041,-98.19723,19.17226,6.4
MX29040,-98.23956,19.4302,6.2
MX20271,-96.94786,16.75755,4.0
MX20270,-97.14618,17.75444,4.6
MX20273,-97.00974,16.9432,4.2
MX21120,-97.27369,18.49701,5.2
MX20272,-97.40049,16.23866,4.0
MX30079,-97.09227,19.36557,4.4
MX20275,-95.78022,16.97567,3.8
MX21122,-98.52594,19.23152,6.6
MX20274,-97.21636,16.98106,4.4
MX21121,-98.33586,18.76741,7.4
MX20277,-97.05818,16.51321,4.0
MX21124,-97.38397,18.31813,5.8
MX30076,-98.42648,20.78128,4.2
MX20276,-96.79768,17.91987,4.4
MX21123,-97.78676,20.11152,4.4
MX30075,-95.96549,18.66871,4.4
MX20279,-96.45843,16.08017,3.6
MX21126,-98.39375,19.03492,7.0
MX30074,-97.1331,18.81731,5.0
MX20278,-96.43942,18.25247,4.4
MX21125,-98.34562,19.01049,6.8
MX21128,-97.72857,19.25467,6.2
MX30072,-98.4676,20.51771,4.2
MX21127,-97.92169,18.1985,6.8
MX30071,-96.93977,19.1368,5.0
MX21129,-97.29007,18.22887,5.6
MX09003,-99.15038,19.32667,6.8
MX09002,-99.18211,19.48533,6.0
MX20280,-96.23184,17.36739,4.0
MX20281,-97.29105,17.37886,4.8
MX20284,-96.56436,16.77563,4.2
MX21131,-98.03049,18.7448,7.2
MX20283,-97.31488,17.82419,5.4
MX21130,-97.55189,19.04707,6.2
MX20286,-98.0107,17.44226,5.4
MX21133,-98.35524,18.65772,7.6
MX20285,-98.10827,16.44046,4.4
MX21132,-98.42851,19.26896,6.6
MX30088,-96.7558,19.33953,4.4
MX20288,-96.35341,17.34811,4.0
MX21135,-97.76989,18.01192,6.2
MX30087,-96.88834,19.54387,4.2
MX20287,-97.44601,17.75369,5.4
MX21134,-98.50282,19.34665,6.4
MX30086,-97.29189,19.76472,4.8
MX21137,-97.4975,19.2231,5.8
MX30085,-97.02901,18.85057,5.2
MX20289,-96.74466,16.43096,4.0
MX21136,-98.30645,19.17266,6.6
MX30084,-95.88302,18.47232,4.4
MX21139,-98.13894,18.14194,7.0
MX30083,-98.00998,20.72305,4.4
MX21138,-98.56693,19.07943,6.6
MX30081,-97.16659,18.88989,5.0
MX30080,-96.93083,19.0374,5.0
MX30090,-96.25323,18.99968,4.6
MX20251,-98.42139,17.64689,6.0
MX30058,-98.04062,21.00325,4.2
MX20250,-97.26291,17.42259,4.8
MX30057,-96.77459,19.7544,4.2
MX20253,-96.33879,15.97173,3.2
MX21100,-98.10286,20.24527,4.6
MX20252,-97.49478,17.14499,4.4
MX09016,-99.20457,19.42806,5.8
MX20255,-97.37111,17.00395,4.4
MX21102,-98.44712,19.0612,6.8
MX30054,-95.80661,18.21242,4.6
MX09015,-99.14906,19.43137,7.0
MX20254,-96.52523,16.12131,3.4
MX21101,-97.58899,19.96307,4.6
MX30053,-96.65952,18.7763,4.8
MX20257,-96.15076,17.24589,4.0
MX21104,-97.8333,19.19062,6.4
MX30052,-96.82091,18.76756,4.8
MX09017,-99.09311,19.4305,6.6
MX20256,-97.42951,17.80505,5.4
MX21103,-97.33754,18.62752,5.4
MX30051,-97.66568,20.33842,4.4
MX20259,-98.33213,17.68289,6.0
MX21106,-98.31914,18.93167,7.0
MX30050,-97.5503,20.21463,4.4
MX20258,-97.47352,17.30661,4.6
MX21105,-97.67382,19.55552,5.2
MX21108,-97.58344,19.3265,5.8
MX21107,-97.67182,20.11243,4.4
MX21109,-98.13737,20.29327,4.4
MX20260,-96.70427,17.4339,4.2
MX20262,-96.45641,17.20015,4.2
MX30069,-97.10966,20.44649,4.4
MX20261,-98.01944,17.88672,6.4
MX30068,-96.99007,18.90215,5.2
MX20264,-97.19822,17.62681,5.0
MX21111,-97.87683,20.55491,4.4
MX30067,-97.69908,20.20528,4.4
MX20263,-96.68014,16.16663,3.6
MX21110,-97.53558,18.83501,6.2
MX30066,-97.49682,20.27593,4.4
MX09005,-99.11586,19.50407,5.4
MX21113,-98.27075,18.11397,6.8
MX30065,-96.73144,19.44001,4.4
MX09004,-99.31073,19.32463,6.2
MX21112,-97.91588,18.06912,6.6
MX30064,-97.58507,20.22281,4.4
MX09007,-99.0568,19.34916,7.0
MX20268,-96.73661,16.59619,4.2
MX21115,-97.63447,18.94816,6.4
MX09006,-99.09433,19.39691,6.6
MX20267,-96.57439,17.32747,4.0
MX21114,-98.17554,19.00862,6.2
MX30062,-97.03953,19.00061,5.2
MX09009,-99.0511,19.13946,7.0
MX21117,-97.81653,19.24794,6.2
MX09008,-99.26841,19.26898,6.0
MX20269,-97.61587,17.07855,4.4
MX21116,-97.11339,19.25374,4.6
MX21119,-98.29324,19.02362,6.6
MX21118,-97.8239,18.96244,6.6
MX09010,-99.24682,19.33618,6.8
MX09012,-99.20622,19.19834,6.4
MX09011,-99.00282,19.27699,7.4
MX09014,-99.16113,19.38064,6.8
MX09013,-99.09036,19.24515,7.2
MX21160,-98.83874,18.45046,7.4
MX21162,-97.78433,20.00846,4.6
MX21161,-97.54302,18.5539,6.4
MX21164,-97.87616,19.01193,6.6
MX22012,-100.17243,20.47196,4.0
MX21163,-98.0036,19.14522,6.4
MX22013,-99.82995,21.09767,3.8
MX21166,-98.43127,18.72177,7.6
MX21165,-98.63294,18.73975,7.6
MX22011,-100.27862,20.72023,4.0
MX21168,-98.654,18.64632,7.6
MX22016,-100.00038,20.36891,4.2
MX21167,-97.85304,19.94949,4.6
MX22017,-99.95256,20.55117,4.2
MX22014,-100.45271,20.72881,3.8
MX21169,-97.93734,18.49675,7.2
MX22015,-99.52076,20.98267,4.0
MX22018,-99.93444,20.91796,4.0
MX21171,-97.86668,18.80631,7.0
MX21170,-97.46328,19.47961,5.4
MX21173,-97.44936,19.85437,4.8
MX21172,-97.78573,19.81821,4.8
MX21175,-98.47915,19.00019,7.0
MX21174,-97.35858,19.86381,4.8
MX21177,-97.62888,18.65564,6.6
MX21176,-98.54199,18.6143,7.8
MX21179,-97.35209,19.13359,5.6
MX21178,-97.9962,20.37774,4.4
MX21180,-98.58532,19.36228,6.4
MX20291,-96.79001,16.17026,4.0
MX20290,-98.13262,17.7763,6.2
MX20293,-96.73375,17.16366,4.0
MX21140,-98.34313,19.07296,6.6
MX20292,-96.93903,16.94818,4.2
MX20295,-96.8066,16.81801,4.2
MX21142,-97.61392,19.15395,6.0
MX20294,-96.8736,17.30975,4.2
MX21141,-98.04404,18.04067,6.8
MX20297,-97.47129,17.00754,4.4
MX21144,-97.77233,18.92652,6.6
MX20296,-96.52162,17.52171,4.2
MX21143,-98.56134,19.24459,6.4
MX30099,-97.26566,18.83653,5.6
MX20299,-96.21716,17.12509,4.2
MX21146,-98.07914,18.6159,7.4
MX30098,-97.04619,18.76721,5.0
MX20298,-96.29489,16.9688,4.0
MX21145,-96.8288,18.37958,4.6
MX21148,-98.38532,18.97483,7.0
MX30096,-96.85384,19.74402,4.2
MX21147,-98.04927,18.4033,7.4
MX30095,-96.66164,19.81894,4.4
MX21149,-97.42487,18.55546,6.0
MX30093,-96.91648,19.61119,4.2
MX30092,-97.05834,19.44782,4.6
MX21151,-97.86522,18.88752,6.8
MX21150,-98.15696,18.75718,7.2
MX21153,-97.96823,18.887,6.8
MX22001,-100.09863,20.17491,4.2
MX21152,-97.74609,19.12066,6.2
MX22002,-99.59269,21.14174,4.0
MX21155,-98.31434,18.0529,7.0
MX21154,-97.73122,18.8593,6.6
MX21157,-98.30395,18.35319,7.6
